dataset,entity,period,value,unit,source_org,source_title,source_url,quote,confidence,notes
price_monthly_ico_colombian_milds,Colombian Milds,2005-09,101.15,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"09/2005,1.7392935982339957,2.2328918322295803,2.196247240618101,1.9752759381898455,1.0346578366445915",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2005-09,99.49,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"09/2005,1.7392935982339957,2.2328918322295803,2.196247240618101,1.9752759381898455,1.0346578366445915",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2005-09,89.48,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"09/2005,1.7392935982339957,2.2328918322295803,2.196247240618101,1.9752759381898455,1.0346578366445915",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2005-09,46.87,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"09/2005,1.7392935982339957,2.2328918322295803,2.196247240618101,1.9752759381898455,1.0346578366445915",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2005-10,82.55,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"10/2005,1.8222958057395142,2.344591611479028,2.318984547461368,2.0838852097130243,1.0492273730684325",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2005-10,106.21,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"10/2005,1.8222958057395142,2.344591611479028,2.318984547461368,2.0838852097130243,1.0492273730684325",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2005-10,105.05,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"10/2005,1.8222958057395142,2.344591611479028,2.318984547461368,2.0838852097130243,1.0492273730684325",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2005-10,94.40,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"10/2005,1.8222958057395142,2.344591611479028,2.318984547461368,2.0838852097130243,1.0492273730684325",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2005-10,47.53,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"10/2005,1.8222958057395142,2.344591611479028,2.318984547461368,2.0838852097130243,1.0492273730684325",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2005-11,85.93,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"11/2005,1.8969094922737306,2.4061810154525385,2.3783664459161145,2.162472406181015,1.1357615894039734",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2005-11,109.00,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"11/2005,1.8969094922737306,2.4061810154525385,2.3783664459161145,2.162472406181015,1.1357615894039734",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2005-11,107.74,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"11/2005,1.8969094922737306,2.4061810154525385,2.3783664459161145,2.162472406181015,1.1357615894039734",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2005-11,97.96,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"11/2005,1.8969094922737306,2.4061810154525385,2.3783664459161145,2.162472406181015,1.1357615894039734",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2005-11,51.45,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"11/2005,1.8969094922737306,2.4061810154525385,2.3783664459161145,2.162472406181015,1.1357615894039734",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2005-12,86.85,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"12/2005,1.9172185430463573,2.3772626931567324,2.3348785871964677,2.1538631346578363,1.244812362030905",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2005-12,107.69,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"12/2005,1.9172185430463573,2.3772626931567324,2.3348785871964677,2.1538631346578363,1.244812362030905",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2005-12,105.77,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"12/2005,1.9172185430463573,2.3772626931567324,2.3348785871964677,2.1538631346578363,1.244812362030905",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2005-12,97.57,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"12/2005,1.9172185430463573,2.3772626931567324,2.3348785871964677,2.1538631346578363,1.244812362030905",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2005-12,56.39,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"12/2005,1.9172185430463573,2.3772626931567324,2.3348785871964677,2.1538631346578363,1.244812362030905",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2006-01,101.20,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"01/2006,2.2339955849889623,2.801766004415011,2.7417218543046356,2.5381898454746135,1.3993377483443707",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2006-01,126.92,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"01/2006,2.2339955849889623,2.801766004415011,2.7417218543046356,2.5381898454746135,1.3993377483443707",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2006-01,124.20,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"01/2006,2.2339955849889623,2.801766004415011,2.7417218543046356,2.5381898454746135,1.3993377483443707",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2006-01,114.98,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"01/2006,2.2339955849889623,2.801766004415011,2.7417218543046356,2.5381898454746135,1.3993377483443707",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2006-01,63.39,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"01/2006,2.2339955849889623,2.801766004415011,2.7417218543046356,2.5381898454746135,1.3993377483443707",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2006-02,97.39,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"02/2006,2.1498896247240618,2.6779249448123617,2.6295805739514346,2.406401766004415,1.3902869757174392",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2006-02,121.31,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"02/2006,2.1498896247240618,2.6779249448123617,2.6295805739514346,2.406401766004415,1.3902869757174392",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2006-02,119.12,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"02/2006,2.1498896247240618,2.6779249448123617,2.6295805739514346,2.406401766004415,1.3902869757174392",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2006-02,109.01,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"02/2006,2.1498896247240618,2.6779249448123617,2.6295805739514346,2.406401766004415,1.3902869757174392",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2006-02,62.98,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"02/2006,2.1498896247240618,2.6779249448123617,2.6295805739514346,2.406401766004415,1.3902869757174392",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
